month,day,hour,duration,text,summary,city,state,shape,year,pressure,temp,hail,heatindex,windchill,rain,vis,dewpt,thunder,fog,precip,wspd,tornado,hum,snow,wgust,wdire,conds
6,28,20,5 minutes,"Perpendicular Light Formation While visiting our local dog park, in Goodyear, AZ, my husband and I along with 3 other witness's were looking off in the distance at the same time.  We all asked, what ""it"" was.   We saw a formation of 3 very bright lights, very clear with no haze in the sky all in a straight line, perpendicular and were all stationary.  There was no noise, no blinking lights, nothing.  Within a few moments, the top light zipped off up and to the right and disappeared.  The bottom 2 stayed still, for a few moments and zipped off down and to the left.   The whole event happened in about 5 minutes.  The lights moved at a very fast speed, literally within a blink of an eye.","A bright light from nowhere, awakened me from sleep.",GOODYEAR,AZ,LIGHT,2013,-1.356583835,2.57024474,0,NA,NA,0,0.0642725,0.342725314,0,0,NA,0.373899236,0,-2.349040764,0,NA,SE,MOSTLY CLOUDY
5,15,20,15 minuets,Arizona Lights In The Sky Are Back To start this would be the second time that I see this. The wierde thing is that was a year ago but a few months apart but around the same time around the same location.. I was driving west bound on the I-10 when I noticed 5 bright lights in the sky.  It did not surprise me but gave a rush because this would be the second time I have seen this happen.  The sky was clear and i could see the lights clearly as I was driving. there was 5 bright lights which appeared to be round like a circle.  They were in a straight row unlike my 1st sighting in 2005.  There was no airpanes insight when the lights were around. i could not hear any noise that would explain the lights as they were low enogh that you should have been able to hear the roar of an engine or something.  i hurrie home so that i could get my camera and camecorder to take picturs and record my sighting this time but by the time I came back out which was a matter of seconds the lights were gone.  I know for a fact that what I seen in 2005 and my latest sighting on 5/15/2006 was not any kind of human aircraft or flairs.  WHAT ARE THEY LOOKING FOR????   DO WE HAVE SOMETHING THAT BELONGS TO THEM??   WHY WOULD I SEE THEM A YEAR LATER?? ((NUFORC Note:  We have amended/corrected the date above.  PD)),5-9-07  diamond shape object with yellow lights was seen for 15 seconds in fond du lac wi,GOODYEAR,AZ,LIGHT,2006,-0.923799863,1.548592151,0,NA,NA,0,2.868934954,-0.766621996,0,0,NA,0.373899236,0,-2.491736419,0,NA,SW,MOSTLY CLOUDY
9,16,18,20 minutes,strange bright globs of lights in the evening sky. Me and my family were outside with the dog and I was trying out my new camera. I was taking a picture of a jet when I noticed this weird light in the sky when I zoomed in it looks realy strange like a glob of balls of lights. while it was taking pics of it it was changing. Some of the balls of light dissappeared.,a color changing object that left a trail of light,GOODYEAR,AZ,CHANGING,2013,-1.500845159,2.468079481,0,3.103292433,NA,0,0.0642725,1.250373114,0,0,NA,-0.179698783,0,-1.587997275,0,NA,VARIABLE,PARTLY CLOUDY
8,17,19,less than 1 minute,"Bright like disappears in Southwestern Sky over Goodyear, AZ. Along with my wife, we witnessed a bright light in the Southwestern sky.  At first it appeared to be a star (no other stars were yet visible).  After watching the star for about 15 seconds it became less bright, but still visible.  Within another 20 seconds, it again became bright, then suddenly disappeared altogether.  Obviously, I have no clue if it what it was, possibly a weather balloon for all I know, but it was interesting, and most unusual.","6 lights in the sky, 5 white and the 6th pulsed red and white, St. Johns, MI",GOODYEAR,AZ,LIGHT,2009,-1.317239838,2.263748963,0,NA,NA,0,2.868934954,-0.766621996,0,0,NA,0.186071337,0,-2.681997291,0,NA,WEST,CLEAR
7,24,22,10 minutes,"Orange Glowing UFO's Me and two friends were on the back porch and one said look at that. I ran in the house and took a photo. It was very far away and in the southern sky.  The objects moved together and apart several times, up, down,sideways. It would move above the horizon and the up again several times.  One was large, the smaller one was about 10% of the size of the large one.  The image I have attached has been enlarged.","A bright blue light all around it and a red light under it., it was not moving for about 10mins after that started moving very slow",GOLDEN VALLEY,AZ,FIREBALL,2008,-1.27789584,1.548592151,0,NA,NA,0,0.0642725,-0.040503756,0,0,NA,1.105439476,0,-2.016084238,0,NA,SOUTH,CLEAR
8,30,20,10-15 sec's,"small white dot. emitting two short burst's of white cone shaped light. looking up 90 degrees and to the east at the center of Milky Way. saw what appeared to be a Satelite. Small very faint. Moving as fast as they seem to.   Suddenly from the object was a very intence white cone shaped light.  Moving around like it was looking for something near the object.  I said to my wife, ""Did you see that?""  She said she saw a flash. Then said ""I see the satelite"".   Just then it happened again.  Very cone shaped moving around from the object.  Did not seem to reach down very far.  Very close to object.  Continued to move to the north till it was gone.  Did not stray from straight north course. ((NUFORC Note:  Witness elects to provide no contact information.  PD))",A cigar-shaped craft w/ a highly reflective surface heading south then southeast.,GOLDEN VALLEY,AZ,LIGHT,2011,-1.894285134,1.487292996,0,NA,NA,0,0.0642725,0.020006097,0,0,NA,0.739669356,0,-1.920953801,0,NA,SSE,CLEAR
4,22,7,4 minutes,"A solid white light traveling slowly in a southerly direction was verified through 7X50 Fujinon binoculars.  The object did not show running lights or strobe lights. After approximately four minutes the object faded and disappeared abruptly.   This light was also viewed simultaneously by my son in Mesa, Arizona.",5 Yellowish craft overflew Murrells Inlet this evening.  ((NUFORC Note:  Report from former USN fighter pilot.  PD)),GOLD CANYON,AZ,LIGHT,2015,-0.648391881,0.322609044,0,NA,NA,0,7.067218503,-0.66577224,0,0,NA,-0.911239024,0,-1.635562493,0,NA,NORTH,CLEAR
10,18,18,10 minutes,Two lights in the sky over Rattlesnake Hill - next to the Superstion Mountain. We witnessed two round objects in the sky that seemed to be doing manuvers with one another.  Racing around each other in circles and changing colors.  They were green and changed to blue.  This went on for several minutes (approx. 10).  They were going horizonal and vertical.   I am a licensed Nurse and my mother is retired from that State.,"a flying object making circles around the moon for 20 minutes, Houston",GOLD CANYON,AZ,DISK,2015,-0.648391881,0.833435339,0,NA,NA,0,2.868934954,1.149523358,1,0,NA,0.373899236,0,0.552437541,0,NA,NW,MOSTLY CLOUDY
10,25,18,1-2 minutes,"My sons and I were leaving the College, when we saw 5 lights in the sky, they faded in and out then disappeared.  The 5 lights were in the shape of an arc, and one at a time they faded out.",A big circle of light was hovering out side my window.,GLOBE,AZ,OTHER,2016,-0.202493243,1.446426892,0,NA,NA,0,0.0642725,0.241875559,0,0,NA,0.008129116,0,-1.730692929,0,NA,NNE,CLEAR
10,25,18,4 minutes,"Amber string of lights. While traveling south on US 60/77 near the old town of McMillanville, roughly 15 miles north of Globe, AZ, we witnessed a string of 5 amber lights in a straight line.  The lead light went out and came back on in the rear.  This continued in succession until they eventually all went out.  When the last one went out, we could see a black object where the light was then all disappeared.  The lights seemed to be 30 feet apart and did not break the straight line formation.",5-6 small white spheres dancing in sky for approximately 10 seconds --  way above birds.,GLOBE,AZ,FORMATION,2016,-0.202493243,1.446426892,0,NA,NA,0,0.0642725,0.241875559,0,0,NA,0.008129116,0,-1.730692929,0,NA,NNE,CLEAR
8,20,19,90 minutes,"saw 3-4 erratic white-yellow spheres moving vertical, horizontal, diagonal, stopping, spiraling at high speed My wife and I were in our backyard spa at 19:35 between Globe and Miami, Arizona, about 1/4 mile north of the intersection of US highway 60 and highway 188. Globe-Miami is about 90 miles east of Phoenix.  We noted an unusual amount of jet traffic in the sky. As we observed the jets, it became apparent that two jets were repeatedly circling and perhaps chasing 3 to four objects situated low in the east sky at an approximate elevation of 20-30 degrees from the horizon.  We assume the jets were military.  The jets were much slower than the objects they were circling.  By compass, we observed the objects between 90-120 degrees east.  We observed these objects for 90 minutes and watched them make extremely erratic maneuvers across the sky at high rates of speed – sudden horizontal to vertical to diagonal reversals and spiraling and stopping across the sky.  The objects appeared to “dance” in the sky.  The maneuvers were beyond the capacity of any aircraft with which we ! are familiar.  We also noted that the normal commercial air traffic to Phoenix in our area seemed to have ceased.  We observed the objects with binoculars of 10x50 and 7x35 powers.  The objects appeared spherical in shape and emanated a white-yellow light.  With the naked eye the spheres seemed about 1/3 to 1/2 the size of a large star.  Three of the objects continued to dance erratically in the sky long after the circling jets departed.  The jets circled the objects for about 30 minutes and left and did not return.","A bright triangular shape hovering in sky observed from Redland Oregon, perhaps hovering over Beavercreek area. It hovered for awhile a",GLOBE,AZ,SPHERE,2011,-1.094290519,2.263748963,0,1.275845456,NA,0,0.0642725,0.44357507,0,0,NA,-0.911239024,0,-2.111214674,0,NA,NORTH,CLEAR
8,20,19,90 minutes,"heard and saw 2 presumed military jets(white with red lights) chasing 4 very fast, erractic in movement white-yellow lights My husband and I were in our backyard spa at 1935 between Globe and Miami Arizona.  Within a 5 minute span we heard several passes of the familiar sound of military jets (I was born in Globe-Miami area and have lived here 47 years).  We both talked how unusual it was to hear so many military jet passes.  My husband was facing the EAST sky and told me to look.  I saw 2 white-yellow circular lights and 2 objects (white with red lights) in the sky.  The white-yellow circular lights were faster than the other 2 objects in the sky.  It looked like the 2 objects were chasing the circular lights but could not keep up because the circular lights were making erratic moves and were much faster.  One of the circular lights would go right, then make an extreme northern change in direction while the other circular light would go left and disappear and then re-appear.  Then a 3rd and 4th circular light would appear.  Once in a while they would be headed in the same direct! ion and then split off and circle in other directions while the 2 objects (white with red lights) would try and follow them.  At one point, there were 4 white-yellow circular lights and 2 (white objects with red lights).  We continued to occasionally here the military jets (white objects with red lights) over the next 10 minutes and then they disappeared. The next hour we continued to watch 1 to 4  white-yellow circular lights dancing in the sky.  They made impossible erratic movements. A few times the lights would stay in one place, then suddenly race across the sky. The lights would sometimes get larger (as big as a star) with the naked eye, and then change directions and get smaller (1/2 the size of a star).  The UFO’s would occasionally circle instead of making sharp turns.  There was a 5 minute increment that we did not see UFO’s, then they appeared again for another 20 minutes.   By then we were using binoculars and the white-yellow lights appeared more spherical than! circular.",7-8 Craft resembling balloons on fire seen cruising off Southern California coast.  ((NUFORC Note:  In LAX flight corridor?  PD)),GLOBE,AZ,LIGHT,2011,-1.094290519,2.263748963,0,1.275845456,NA,0,0.0642725,0.44357507,0,0,NA,-0.911239024,0,-2.111214674,0,NA,NORTH,CLEAR
8,19,1,20 minutes,"Couple in Eastern Arizona witness strange craft in the night sky On the night of August 14th, 2009 my husband and I witnessed a strange craft in the sky.  We had been moving into our new house all day and after being completely exhausted, we decided to just go to bed and hang up the curtains the next morning.  We have a large, beautiful window in our bedroom which looks out to the mountains.  On this night we were lying in the dark on the bed on our stomachs enjoying the night sky and talking.  I would say it was almost one a.m. As we were looking towards the mountains we saw three lights in a horizontal row in the sky. White in color, fairly large and round.   Could tell that the lights were attached to some sort of a triangular craft.  The lights didn’t blink or change color.  The placement of the lights did move on the structure.  Three lights on the bottom, the middle light went out and re-appeared on the top so that the three lights formed a triangle.  Then the top light went out, moved back to the bottom and two additional white lights appeared on the bottom for a total of five. It was big but not very close. My husband and I were shocked and speechless.  We jumped out of bed  and ran outside to see if we could get a better look.  The craft wasn’t moving, it was at a standstill in the night sky and it was eerily quiet outside.  There were no blinking lights, no red lights or blue.  It wasn’t an airplane because it wasn’t moving.  It just hovered with us staring at it for about ten minutes and then it started floating away slowly and then before we knew it, it zoomed out into the night sky.  It was shocking and unbelievable.  We had heard of the Phoenix lights before but we were always skeptical.  We have since talked to several people who have said they have experienced strange sightings while camping in the mountains and out where we have lived.  I don’t know what it was in the sky that night, all I can say is that it was strange, foreign and bone-chilling.",6 traveling campfires going NW to NE the night of the Full Moon 8/21.,GLOBE,AZ,CHANGING,2009,-1.054946521,1.65075741,0,NA,NA,0,0.0642725,-0.161523463,0,0,NA,-0.179698783,0,-2.158779892,0,NA,SSW,CLEAR
4,15,14,10 minutes,"Silver object, daytime sighting, Glendale, AZ. Mid day sighting.  A friend saw the craft and video recorded it . Two people saw an orb like silver object, high in the clouds, making fast zig zag motions and appearing to fade from view and re-appearing.  The video was enhanced digitally with 3x zoom and you can clearly see a white/silver circular object. https://www.youtube.com/watch?v=AbPjXOaMJjQ","A brilliant pure white, silent object, moving across the sky at a hight rate of speed also had no markings, exhaust or light.",GLENDALE,AZ,CIRCLE,2014,-0.923799863,1.65075741,0,NA,NA,0,2.868934954,-1.875969306,0,0,NA,0.008129116,0,-2.872258164,0,NA,EAST,SCATTERED CLOUDS
7,12,19,1 minute,"Bright star like light (during daytime), fades while moving and disappears. This evening my mother and I were on the front patio talking, when very high in the sky I noticed a small, far away, bright light.  It looked like a star but extremely bright, yet the sun had not set yet.  I was shocked it was so bright.   Then it started to move down, to us it seemed as though it was moving slowly, but it appeared to be quite far away so it could've been quickly.  As it moved downward it faded slowly until it completely disappeared.   There were no clouds in the area for it to disappear into.  We watched it until it got so dim we could no longer see it.   I yelled for my husband and by the time he came outside it was too dim for him to see.  We stayed out there about another 10 minutes.  All of a sudden, my husband was yelling, ""Holy crap there it is!!!""  I looked up in the same spot and sure enough there it was.  So extremely bright and fading as it slowly moved downward.  It appeared to be very very high in the sky.   I am not sure if this was a UFO or something else, but I came upon this site when searching for other possible similar sightings.  I thought I would share my experience in case others had or will have the same!  Thanks much!",6 orange bright lights,GLENDALE,AZ,LIGHT,2017,-1.133634516,2.468079481,0,1.875902673,NA,0,0.0642725,0.44357507,0,0,NA,-0.911239024,0,-2.20634511,0,NA,NORTH,SCATTERED CLOUDS
12,24,19,10 minutes,red lights in formation 8-9 red lights were sighted flying in a 2-1-2 formation traveling from west to east.  The leading crafts faded out one by one until they were gone.  About 10 seconds after the last one disappeared a helicopter flew directly overhead.,A bright orange light in the southwestern sky,GLENDALE,AZ,FORMATION,2013,0.505698711,0.016113267,0,NA,NA,0,2.868934954,-0.66577224,0,0,NA,-0.911239024,0,-1.302605966,0,NA,NORTH,PARTLY CLOUDY
3,17,13,10-15 mins,"Saucer seen in Glendale, AZ. Me and my husband were standing in my sister in laws backyard.  The sky was blue and clear, and there were no clouds at all.  My husband said look I think it's UFO. I looked and I saw it too. It had a tall chrome domed shaped top.  The bottom kind of looked like a cooking wok but it was solid shiny lacquer black.  When we first saw it there was a type of loud noise like a jet engine, and then it was quiet. It stayed in the same spot in the sky without moving. Then my husband said to go get the binoculars so that we could get a closer look at it.  So I went to get them in our car that was parked out front. When I came back, I went through the house and back to the backyard.  My husband came under the awning and got the binoculars from me. When we stepped back out onto the lawn the UFO had vanished.  The loud jet engine noise was heard again but we saw nothing.   Seeing the UFO didn't scare us though, and we both said it made us feel at peace in the moment like it was not there to harm us.  Neither of us were under the influence of drugs.",A bright star looking object very quickly rose straight upward out of sight.,GLENDALE,AZ,DISK,2008,-0.254951906,0.118278526,0,NA,NA,0,2.868934954,-0.766621996,0,0,NA,-0.911239024,0,-1.540432056,0,NA,NORTH,MOSTLY CLOUDY
1,18,19,4 to 5 seconds,"Green light streaked across the sky at a low level and then disappeared My daugther and I were sitting at my older daughters soccer game, when I looked up and saw a light streak across the sky and then disappear. I started to make a wish thinking it was just a falling star, but then realized it was much to low for that and it went in more of a vertical direction and was green in color. The light appeared to be just above the school gymnasium rather then high in the sky like you would see with a falling star.  I then said something to my daughter sitting next to me and she said ""wow, you saw that too!  I wasn't going to say anything because I just thought that was my imagination"".   Once we were home from the game and we were eating dinner my younger daughter and I started talking about it and that's when my older daughter spoke up and said ""You saw that too?! I just happened to look up in the sky when I was out on the soccer field and saw this green light fly across the sky above the gymnasium and then disappear.""   I find that inte! resting because we had not said anything about it being green or right above the gymnasium, so it appears that she saw the same thing that we did.","7 yellow orbs in sky over Cape Coral, Fl.",GLENDALE,AZ,LIGHT,2011,-0.517245223,0.322609044,0,NA,NA,0,2.868934954,-0.363222974,0,0,NA,-0.911239024,0,-1.255040748,0,NA,NORTH,CLEAR
10,30,19,45 minutes,"6 orbs flying in a linear pattern over the Glendale/Phoenix area. I live in the west valley and drive to Phoenix for work in the evenings.  I left my house at 7 pm and to the east I could see 6 orbs of light in a linear pattern. They were moving fairly slowly to the southwest, as they appeared to be getting closer. They were also flying low compared to the airplanes that are nearby landing at Sky Harbor. T he lights were very bright, compared to airplanes and stars, but would fade in and out slowly.  And there were what looked like maybe 2 helicopters nearby???   After about 45 minutes the orbs were gone and the helicopters had flown away. It’s nothing like I’ve ever seen before.","5 reddish/orange lights moved slowly towards viewers, then turned north and faded out.",GLENDALE,AZ,LIGHT,2015,-0.8713412,0.629104821,0,NA,NA,0,2.868934954,-0.161523463,0,0,NA,-0.911239024,0,-1.350171184,0,NA,NORTH,PARTLY CLOUDY
10,7,12,20 minutes,"On October 7th 2012, 12:15 in the afternoon. I was on the tennis court, practicing my serve.  When I tossed the ball in the air I saw a flash almost directly above me. My first thought was that it was a plane but quickly realized that it wasn’t. The object appeared as a long rectangle, like a steel beam used to build sky scrapers. It’s hard to know the exact length but I would guess 25 to 35 feet.  It was shiny silver in color. When I first noticed the object it was around 1000 feet and by the time the object had descended to 200/300 feet it had moved much closer in my direction.  Then the object stopped moving and just hung there.  I began back stepping and briefly looked to the ground and by the time I looked up again to the object it had changed form to a machine looking object made of silver balls. I drew a diagram of the flight pattern from when I spotted the object and I drew two different angles of the object.  The drawings are drawn from the best of my memory and resemble the object very well.....but not exactly. I had binoculars in my car and was able to see the object up close. I did take 3 pictures with my close to useless camera on my cell phone.  The pictures don’t show the object very well. I was awe struck viewing through the binoculars and by the time I had thought of taking pictures the object had traveled a good distance from me.  There are other reasons why I couldn’t take pictures earlier but it doesn’t matter. It is what it is. You have to zoom in on the photos and the object will come into view.  This object was awesome yet very creepy and spooky. It shined like the shiniest chrome ever. It was completely quiet. There was a black mist or haze surrounding the object that was not highly visible. I’m guessing that the haze served as camouflage, blocking some of the shine from the object. Traveling speed was 10 to 15 mph. The object would move a few hundred feet to the north and stop for a few minutes. Then move west a few hundred feet then stop. Then north, then south and so on. Until it disappeared in the western sky. Total viewing time of sighting was 15 to 20 minutes.","a fairball type t moving up & down in the night skay in turlock, ca",GLENDALE,AZ,SPHERE,2012,-0.740194542,1.752922669,0,NA,NA,0,2.868934954,-0.161523463,0,0,NA,0.008129116,0,-2.20634511,0,NA,SSE,PARTLY CLOUDY
4,10,19,3 minutes,"One  bright object , silent, no flashing lights, moving constant speed  several minutes until out of sight. Clesr night, walking dog, happened to look up in the southwest sky, a single bright light was moving about the same speed as a passenger airline.  There wasn't any noise at all coming from the object and no wing strobe lights (typical) with airplanes.  It was spherical and approximately 2 to 2 1/2 miles overhead.  The crafts speed was constant for the duration of the sighting and traveling Northeast towards Scottsdale / Carefree Arizona.  Holding a regular aspirin at arms length would match the size of the object.  A passenger airline was about 20 seconds behind the object,and of course the engine noise and strobe lights of the plane could easily be seen and heard.  The light of the object was the same brightness coming toward my direction, as well as leaving and moving away and past where i was standing.",A blue/green neon like light object shined through the clouds. Traveling from the east to west at a high rate of speed.,GLENDALE,AZ,SPHERE,2012,-1.094290519,1.344261633,0,NA,NA,0,2.868934954,-0.766621996,0,0,NA,1.105439476,0,-2.396605983,0,NA,SSW,SCATTERED CLOUDS
2,14,11,3 mins,"large clear ball shaped orb  in Glendale..  day time sighting In my back yard facing West at 11 am..  I saw out of the corner of my eye a large , white, clear ball shaped unknown object. It moved VERY fast from the South behind me and stopped in the North East sky and hovard for about 30 seconds. I have never seen anything like it.. It was almost clear. Like looking at a mirage or a jellyfish, but in a perfect ball.  It then sped up going East for a few miles then turned West and shot off  ..  It was not a balloon..  I saw another report  from Queen Creek Az.. 25 mins before this I did see a strange flat , black  helicopter going Northwest- Right where the orb shot off to.. I took photos but they were to fuzzy. I found it interesting that two people from across the valley see the same weird object. I felt like it was observing me.. It moved almost like a hummingbird does.",8-9 Disc shaped lights moving south about 1000 feet up with no sound.,GLENDALE,AZ,CIRCLE,2009,0.190946732,-0.18821725,0,NA,NA,0,2.868934954,-0.564922485,0,0,NA,0.008129116,0,-0.922084221,0,NA,SW,SCATTERED CLOUDS
5,1,11,30 minutes,"Mid-morning 11:30, clear skies, I watched three lights with erratic movement for 30 minutes before disappearing. It is extremely too late to report this sighting, but I just had to.  I do not remember the day; but, it was in 2002 mid-summer Glendale Arizona.  I finished shopping at the Fry’s Grocery store at 51st. Ave/ Olive.  I lived at 51st. Ave. and Bell Ave. which is a straight shot north to home.  I owned a black jeep wrangler at the time which I had the top off.  A beautiful day, I noticed lights through the upper part of my windshield.  There were three, round lights. I watched them as I continued home.  They moved in all directions and at times disappeared and reappeared.  Up/ down, come together and separate. I must of watched them for 20-30 minutes.  When I pulled in my driveway I rushed in to get my binoculars and was unable to find them.  I ran out to see if they were still there and they were. I ran to the neighbors to have them look too; but, no one was home.  I am really sad to this day that I was unable to share/ witness this.  The lights retreated up as far as I could tell and vanished by light or by distance it was hard to tell. ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))","A ""parked"" 737 in the sky accompanied by an orb",GLENDALE,AZ,LIGHT,2002,-0.831997202,0.73127008,0,NA,NA,0,1.457893595,NA,0,0,NA,0.917611577,0,NA,0,NA,SW,OVERCAST
3,18,19,4 minutes,"3/18/11 7:35 P.M Glendale, AZ Fireball falling from sky turns into 6 large glowing lights. March 18, 2011 Glendale, AZ 7:35 P.M  I was driving home from work and saw a light falling from the sky.  I turned onto Frier DR and 67th Ave in Glendale, AZ at 7:35 P.M when I noticed a light falling from the sky.  I stopped and got out of the car.  It looked like a single Firework falling from the sky instead of going up in the sky.  It was falling from the sky at a fast pace.  It then split into 2 falling “Fireworks” and continued to fall from the sky at a fast pace.  From the speed it was falling from the sky, I figured it was a meteorite.  All of a sudden both falling lights ran into each other and formed 1 falling “Firework”.  It then stopped and formed 5-6 steady lights that just stopped and stayed in one place.  The lights were not in a straight line.  I then started driving towards the objects in the sky.  It felt like I was getting closer to the objects and I thought I was about to see one of the lights up close but some trees got in the way.  By the time I got by the trees it was gone. I have no idea how far away I was from the initial sighting and how high in the sky it was.  From what I saw it lasted about 4 minutes.  There is an Air force base around the area of where the lights where coming from.  From where I was at, at the time of the sighting, I'd say I was about 10 miles from the Air force base.  The steady lights that I saw were big.  It was not an airplane. I was so curious and so quick to pick up the phone that I don’t remember if I saw 5-6 or 7 lights.  Like I said I thought it was a meteorite at first and didn’t think I needed to video tape it.  And I thought that my mind was playing tricks on me after seeing that horrible movie Battle Los Angles.  But I know what I saw and it was defiantly strange looking.  The speed that these lights were falling at and then to just stop and turn into steady glowing lights and sit in the sky was amazing.",5 Orange-Gold light flying around and hovering.,GLENDALE,AZ,FIREBALL,2011,-0.477901225,1.037765856,0,NA,NA,0,2.868934954,-0.968321507,0,0,NA,0.008129116,0,-2.349040764,0,NA,SW,MOSTLY CLOUDY
4,24,18,10 mins,"silent triangle craft in North Phoenix While looking thru binoculars at stars, planes,etc. I noticed a large triangle moving slowly from the Northwest. It is slightly overcast and thought at first it was the clouds making the stars look like they were moving. I noticed the craft was moving with a cloud , or what looked like a faint cloud.  So I placed the binoculars on top of my childs swing set and sat on the slide, as not to touch them and cause a false sighting. To my surprise the craft was moving and I had to keep turning to follow the it. It flew directly under the big dipper and blocked out many stars as it passed in front of  them. I eventually lost sight of it in the Northeast sky. each tip of the ship had a faint white light on it. The lights were not of a normal plane of any kind that I have seen, they looked like a very faint stars. Could not be seen with naked eye...",A brightly lit reddish round object in western sky on March 13Th at 3:05 am.,GLENDALE,AZ,TRIANGLE,2009,-1.133634516,1.446426892,0,NA,NA,0,2.868934954,-0.968321507,0,0,NA,0.917611577,0,-2.539301637,0,NA,SW,MOSTLY CLOUDY
5,4,16,2 min,"Bright metallic sphere that I can't explain. When I went to get tools out of my truck at a house I was doing landscaping at I noticed a round very shiny ball in the sky that was moving up at first then started a steady path up and to the east.  At first it reminded me of one of those gas balloons that are shiney silver, but this was perfectly round and not moving as a floating object would.  It was also bigger in size, but it was hard to tell exactly how big it really was or the exact distance away because of how it reflected the light.  There was no noticable sound coming from it or any means of propulsion. I just stood and watched it for a little while and then walked back to the backyard of the house I was working at and pointed it out to a guy I work with.  He acknowledged seeing it and asked me what it was, I told him I didn't know and we both just watched it continue on the same course for a couple of minutes until it was out of sight.  Because it took so long to get out of sight, I think it was bigger than what I initially thought.  Initially I thought it was very close and about the size of a basketball. I was a Crew Chief in the Airforce and have seen many different types of aircraft.  I also have a pretty good knowledge of physics and the principles that would be involved to move an object like that, and admit that it had to be something that I can't explain.",UFO in Western Australian skies.,GLENDALE,AZ,SPHERE,2006,-1.356583835,1.752922669,0,NA,NA,0,2.868934954,-0.968321507,0,0,NA,1.283381697,0,-2.634432073,0,-0.64052458,SW,MOSTLY CLOUDY
10,26,18,10 minute,"Fireball-like objects above ASU West. On 10/26/13, my mom and I were just leaving the Starbucks on 43rd Ave and Thunderbird.   While waiting to turn on the main street, hovering directly above ASU West campus, we noticed 5 flame orange/ red orbs horizontally aligned not moving at all.   We proceeded across the street to the campus for a better look and these orbs started changing colors between red and orange.   These objects were flying too close together to be any kind of commercial or military craft.   They began to ascend and fly toward the east, eventually we lost sight of those five.  Then, we saw another orange orb that seemed to be catching up with the others.   As I took a picture of it from my truck, it was as if the flash from my phone caught its attention and it stopped in mid-flight for about 5 seconds, then began flying again toward the eastern sky.","7 fiery pulsating lobes seen rising from woods near Fisher, PA on July 14, 2012",GLENDALE,AZ,FIREBALL,2013,-0.254951906,1.242096374,0,NA,NA,0,2.868934954,-0.66577224,0,0,NA,-0.357641004,0,-2.301475546,0,NA,VARIABLE,MOSTLY CLOUDY
3,9,20,5 minutes,"10 objects, pulsating red flame and yellow over Gilbert, Az, March 9, 2013 We were visiting friends, as we were leaving a fireball caught my eye in the sky and I began video on my phone.  It was very intense and exciting but scary !!",5 lights fy beside each other.,GILBERT,AZ,TRIANGLE,2013,0.190946732,-0.392547768,0,NA,NA,0,1.457893595,-0.262373218,0,0,NA,0.186071337,0,0.029220141,0,NA,ENE,OVERCAST
12,7,20,10 minutes,"Object streaking across sky similar to falling star, It stopped and dropped 4 other objects that moved in formation. My wife ((name deleted)), my son ((name deleted)), and I saw a mysterious phenomenon last night at approximately 8:30 pm. The attached pics and vids are taken from our front yard looking directly south. The property is located just northeast of Elliot and Val Vista Roads in Gilbert.  Initially, we saw an object streaking in the southeast sky heading west and descending in a diagonal trajectory.  It had a bright white light with a trailing tail and looked like a falling star, which is what I at first thought it was. It also appeared to be emitting sparks.  The object came to a stop at a position due south of our property and 45 degrees above the horizon.  The object held its position while emitting a significantly dimmer light. I originally thought that it was the spot where the falling star (meteor) had burnt out, but the light remained in the sky at the stopped position.  We continued to watch for several seconds, after which an object began to fall to the ground (perpendicular to the earth) . It seemed to emit a dim spot of light.  It traveled approximately 1/3 the distance to the ground and stopped. It then began heading east (horizontal to the earth).  At that point, the object was intensely bright and appeared to be emitting sparks very much like a fireworks display rocket.  Three additional objects did the same thing, creating a formation about 30 degrees above the horizon at a significant distance below and east of the original object.  They remained visible for several minutes, descending along looping trajectories until they disappeared below the horizon.  The attached pics and vids are of the descending formation only.  We did not have the camera working in time to capture the activity that had happened before.","A black rectangular object was seen in the NE direction from Long Beach, CA.",GILBERT,AZ,LIGHT,2013,-0.163149246,-0.494713027,0,NA,NA,0,1.457893595,-0.867471751,0,0,NA,-0.179698783,0,-0.922084221,0,NA,ESE,MOSTLY CLOUDY
5,28,5,2 hrs,"my son called me @ 0545 he said woman on radio 104.7 reported 17 ufos over gilbert and just hovering and changing positions.  I work in the area and i observed 11 craft for appox, 2hrs. ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  No photos taken, to the best of our knowledge.  PD))",Two very bright silent lights fly North to South over Tokyo.,GILBERT,AZ,OVAL,2009,-0.779538539,0.526939562,0,NA,NA,0,8.478259861,-0.161523463,0,0,NA,-0.357641004,0,-1.255040748,0,NA,ESE,PARTLY CLOUDY
